card_id,total_attempts,attempted_share,success_rate,first_try_success_rate,complaint_rate,complaints_total,discrimination_avg,success_attempts_rate
240668,21143,0.354314346521877,0.606536442321335,0.718262632563942,0.0425672799508111,1163,0.417119784027817,0.169916143924673
257657,8850,0.391922412647801,0.999887005649717,1,0.06,659,-0.00392792701530736,0.999665589120499
232989,54440,0.579728664835047,0.880418809698751,0.664427289797621,0.00433504775900073,291,0.299092481822331,0.529540457817821
233004,29214,0.456832788628438,0.811528719107277,0.524717394972161,0.00800985828712261,288,0.306866386142419,0.425698932284349
237480,49185,0.512413139279277,0.368059367693402,0.370049163122134,0.00461522821998576,246,0.274861981957749,0.141385136414949
232944,43819,0.574939316407531,0.991464889659736,0.911082978478536,0.00340035144571989,217,0.101503752788309,0.887525195074737
228511,40650,0.617218341937443,0.689471094710947,0.683269704213793,0.00396063960639606,181,0.431386631815013,0.36928189082258
240815,5516,0.219533550903446,0.567984046410442,0.637727417810405,0.0239303843364757,161,0.349837178777046,0.174805924131476
232990,53635,0.57116234492306,0.918765731332152,0.784914160477292,0.00262888039526428,156,0.294920981618117,0.634320017079633
256588,16914,0.578850102669404,0.99988175475937,0.998935666982024,0.0076859406408892,155,0.000170245762850546,0.998024519202835
232693,41776,0.654109320932563,0.842421486020681,0.542039610149745,0.00299214860206817,152,0.187767856693018,0.45813862683108
256505,7902,0.290450635889142,1,0.929258415590989,0.0165780814983548,144,,0.931569130333411
233000,50514,0.54795144651632,0.732074276438215,0.625121687398593,0.00231618957120798,141,0.380317926010523,0.381705256982166
237677,64546,0.586115777525539,0.776500480277631,0.747525937749401,0.00187463204536299,136,0.391727350621023,0.458740858619271
219287,6470,0.28881349879475,0.613755795981452,0.549483757239989,0.0173106646058732,135,0.313730440965544,0.308270676691729
256918,4362,0.361931629605044,0.292526364053186,0.336206896551724,0.0233837689133425,122,0.337506219891008,0.104633204633204
228450,1278,0.180406549971767,0.543818466353677,0.669064748201438,0.0837245696400626,119,0.315756183564474,0.187917860553963
233195,19260,0.339150187536318,0.668795430944963,0.580855523639469,0.00529595015576324,119,0.332954704182303,0.272712122159031
237103,2712,0.143045519278442,0.938421828908554,0.766994106090373,0.0383480825958702,115,0.153790927797989,0.615808383233532
253567,16737,0.746188140882746,0.792435920415845,0.809243760838422,0.00591503853737228,112,0.368808165677275,0.502988522606431
237534,30275,0.455016832992665,0.445119735755573,0.652419115464529,0.0030057803468208,111,0.346026740011824,0.199388111888111
257619,25215,0.788042628996468,0.648502875272655,0.658635029354207,0.00404521118381915,110,0.447959499531436,0.33100815478094
256116,24953,0.775805248103469,0.764156614435138,0.595342983008181,0.00368693143109045,101,0.392291966170568,0.401371428571428
240676,9671,0.238190236934141,1,0.998552373074139,0.00920277117154379,100,,0.998276910602067
237105,2519,0.133294528521536,0.962683604605002,0.779381443298969,0.0333465660976578,100,0.122231436763548,0.659752155172413
237679,60276,0.554823269513991,0.938549339704028,0.717916990737467,0.0012940473820426,100,0.216419420046647,0.642111323951147
217334,76280,0.61975447063316,0.71102517042475,0.704039677710787,0.0011929732564237,100,0.42944951332683,0.389848934067485
256027,6366,0.358163609767075,1,0.997800816839459,0.0127238454288407,99,,0.9975448826147
232694,41337,0.646840672237348,0.825942859907588,0.47779860582274,0.00205626920192563,99,0.187604455392936,0.420973514674302
231514,2953,0.28503861003861,0.834744327802235,0.808519269776876,0.0270910938029122,97,0.188599326986778,0.4247679531021
253560,30653,0.789964693451537,0.784458291194989,0.578932046910089,0.00290346784980262,97,0.355565119534459,0.427463931861637
240656,33318,0.581181970415852,0.700432198811453,0.583836825641684,0.00231106308902095,94,0.42456829039404,0.355689649983447
237675,68914,0.624136213376805,0.857271381722146,0.662310843291919,0.00111733464898279,92,0.334008576979098,0.518776814864195
256041,15492,0.791660279012724,0.588174541698941,0.487050043898156,0.00484120836560805,91,0.308344662019718,0.26968549796156
228933,39445,0.563427559313802,0.853923184180504,0.800522518778018,0.00202814044872607,87,0.399265959729246,0.573285186541085
231513,3352,0.323927328952454,0.829952267303102,0.776060388209921,0.0217780429594272,86,0.339187021684267,0.445644679384049
255919,20711,0.498363732614659,0.798464584037468,0.762472032412166,0.0024624595625513,85,0.308474642269081,0.488026736413833
240657,43030,0.607510941691373,0.69853590518243,0.608423714152638,0.00171973042063676,85,0.399331650265176,0.357020608163552
231503,34178,0.511149330741045,0.666715430978992,0.703646816167112,0.00228216981684124,84,0.431962334723155,0.34992610911723
256158,11161,0.880621745305349,0.827345219962369,0.974550573965778,0.00555505779052056,83,0.022807509574532,0.61703246155868
238298,7742,0.259337420024788,1,0.98966675277706,0.00852492895892534,81,,0.988416016116847
257097,14287,0.576065481230595,0.746062854343109,0.76995965850455,0.00489955903968642,81,0.418356784373532,0.426208149084017
228244,1624,0.233132357163364,0.552339901477832,0.67670011148272,0.041871921182266,81,0.322658110745169,0.219408467040402
255894,3291,0.332256436143361,0.684290489213005,0.630106571936056,0.0203585536311151,81,0.394476654142513,0.251918585251918
240655,44320,0.625794244726215,0.732490974729241,0.517403893543617,0.00160198555956678,80,0.404119475272976,0.365132490330588
229945,17764,0.398572999169826,0.867935149741049,0.808340900246465,0.00377167304661112,77,0.411758207782245,0.589723200424097
231760,2082,0.245866792631081,0.834293948126801,0.802533103051237,0.0297790585975024,75,0.374034921436739,0.486318649330487
228451,877,0.125214163335237,0.664766248574686,0.728987993138936,0.0672748004561003,73,0.358667013674882,0.286458333333333
230667,56545,0.59194547967003,0.909205057918472,0.825368111882671,0.00113184189583517,71,0.310253103152133,0.658375666353088
228517,25833,0.622376948466523,0.794642511516277,0.674298519095869,0.00243874114504703,71,0.404898011972365,0.453819152830716
257183,12331,0.4266191530584,0.999918903576352,0.998783454987834,0.00413591760603357,70,,0.992840665022671
256775,4745,0.497275204359673,0.801685985247629,0.338328075709779,0.0118018967334035,70,0.392888952563234,0.156897402170338
232695,42698,0.644673269718565,0.877043421237528,0.797292245246742,0.00138179774228301,69,0.308011697138759,0.592444295014824
227613,21829,0.415126274151833,0.92697787347107,0.633555720286632,0.00247377342067891,69,0.193476090742248,0.579677972293253
226085,41442,0.530545882834903,0.718594662419767,0.696977837474815,0.00125476569663626,68,0.414678896986593,0.396690412975473
256853,12451,0.611482172674589,0.541723556340856,0.578354336545589,0.0041763713757931,68,0.377496777226037,0.248507571345369
228937,37136,0.536500093904852,0.807195174493752,0.660128102481985,0.00153489875053856,67,0.384411579381802,0.467336145756908
217330,78847,0.641574990235646,0.545854629852752,0.488417481818815,0.000773650233997488,66,0.380581557107603,0.23716315279784
255895,2511,0.257037567816562,0.75268817204301,0.786243386243386,0.021505376344086,64,0.402470272421716,0.345058930190389
228509,42594,0.647462986045663,0.815795651969761,0.75238862668355,0.00140864910550781,64,0.415351674707355,0.507021729502693
230779,51173,0.461105254147181,0.892345572860688,0.573865627189908,0.0011138686416665,63,0.270841341793082,0.466235780765253
237503,71259,0.64503543852344,0.789079274196943,0.619520176421419,0.000645532494141091,62,0.316136745652301,0.434155019441233
230753,40265,0.446565224142137,0.683546504408295,0.460342259201395,0.00124177325220414,62,0.338487933889162,0.316370635510231
217331,77812,0.631734485110252,0.906274096540379,0.852720543399651,0.000719683339330694,61,0.316038876138772,0.67629319253678
253530,29191,0.514433244043423,0.889794799767051,0.615192115192115,0.00157582816621561,61,0.269994689775937,0.53592588822152
217316,83262,0.673853400344768,0.724123850015613,0.615189411530551,0.000672575724820446,61,0.355002297423008,0.375197082869161
256854,12127,0.592572685072074,0.751711057969819,0.730912681000438,0.00420549187762843,60,0.370892819098865,0.436263840257405
221796,4475,0.339478076164466,0.825698324022346,0.51637347767253,0.0105027932960893,59,0.219325116628103,0.208767092453998
233730,905,0.124330265146311,0.773480662983425,0.8,0.0508287292817679,58,0.421302615297308,0.364292746964227
233729,1050,0.144191156275748,0.821904761904761,0.794901506373117,0.0514285714285714,58,0.324524583407358,0.490970654627539
230766,37704,0.42257688514301,0.788802249098238,0.682660300595138,0.00145873116910672,58,0.412336999981841,0.455998917081534
256191,7672,0.507072042300066,0.770203336809176,0.897783042816043,0.00599582898852971,56,0.367966738649299,0.505999661990873
253559,31963,0.823088610202662,0.937271219847949,0.82749182188397,0.00156430873197134,56,0.286676626245091,0.706173009744438
260430,10369,0.476428965263738,0.881473623300221,0.782932166301969,0.00462918314205805,56,0.261921813589609,0.620348058902275
256178,10520,0.675875361387728,0.65551330798479,0.61745939675174,0.00465779467680608,56,0.338169488214407,0.328457884588251
240689,20757,0.397323992190191,0.770535241123476,0.541640615230711,0.00211976682564917,56,0.426458422502952,0.394180217630517
257092,14312,0.580632074323502,0.760830072666294,0.169988061346312,0.00328395751816657,56,0.234966258331411,0.188534510679644
219572,8492,0.267447719828672,1,0.953838907206782,0.00600565237870937,55,,0.936435748281332
238986,14217,0.388506312510247,0.807132306393754,0.621350762527233,0.00344657804037419,55,0.28270181730214,0.448968512486427
237595,20034,0.34865993734772,0.901517420385344,0.593931675986933,0.00234601177997404,55,0.240574668937412,0.411385173734794
217311,84677,0.683794434484874,0.912691758092516,0.700222555768334,0.000614098279343859,54,0.285728168092497,0.594695801908428
217576,61775,0.590950399387764,0.886135167948199,0.464953142982408,0.000777013354917037,54,0.168520992096166,0.437745009466498
217581,36704,0.628019984942851,0.361486486486486,0.397196261682243,0.0013077593722755,54,0.282809102410601,0.136995360573009
256994,9008,0.526291189530264,0.540630550621669,0.358316221765913,0.00543960923623445,54,0.291136097260291,0.228578077728647
232225,39512,0.756920365510239,0.578659647701964,0.546623512946116,0.00129074711480056,53,0.244572724634402,0.259982321551338
253563,29210,0.754838876398687,0.823348168435467,0.786985446985447,0.0015063334474495,52,0.418223698140306,0.5265625
223669,11880,0.295125950216127,0.891666666666666,0.531955064665345,0.00336700336700336,51,0.184979123368416,0.31143545251429
232965,29556,0.550914276128166,0.643185816754635,0.401630720673329,0.00155636757341994,51,0.361426731198633,0.286566241109687
237674,69969,0.63349600267997,0.936443282024896,0.842617746711028,0.000671726050107904,50,0.275489500284368,0.718019696566409
221158,16774,0.509213442214869,0.822284487897937,0.695932719495396,0.00256349111720519,50,0.341102126651801,0.494449764159307
218127,55566,0.550447264406074,0.473562970161609,0.423310785133389,0.000773854515351114,50,0.355430002504416,0.192785300084895
234369,11032,0.661827344171816,0.984137055837563,0.917656811273832,0.00326323422770123,49,0.101134078808094,0.871824840268038
230665,57832,0.597691170847156,0.864348457601328,0.63734570988457,0.000743532992115092,49,0.323138376337321,0.519897434853834
240667,40434,0.572427657285237,0.806722065588366,0.496275177044054,0.000865608151555621,49,0.330604455251883,0.41718031627343
232037,9199,0.360561282483439,0.6099576040874,0.647834610586348,0.00423959125991955,48,0.277143837032802,0.304420485175202
230777,53440,0.482493363910507,0.882485029940119,0.541857506361323,0.000729790419161676,48,0.264343766015414,0.449569163556637
232667,67876,0.688914601222012,0.950453768636926,0.853874412909026,0.000559844422181625,47,0.239165732767453,0.742755646909001
229532,22619,0.410963135231381,0.782527963216764,0.788248587570621,0.00185684601441266,47,0.417783894477888,0.480246417570644
240673,22204,0.46743295019157,0.80742208611061,0.735943775100401,0.00189155107187894,47,0.368105115292943,0.493496992358966
237507,44785,0.514125980093905,0.774679021993971,0.455150746526776,0.000826169476387183,47,0.29036042273338,0.380944686809931
232427,40531,0.43547537954079,0.939947200907947,0.750951518492269,0.000962226443956477,46,0.204117300347697,0.547818626761553
225347,37489,0.740655128813023,0.839206167142361,0.710880137312863,0.00117367761209954,46,0.381289885553749,0.517900680097523
238979,29827,0.541423125794155,0.866932644919033,0.690695336066207,0.00140812015958695,46,,0.528828683328622
253861,12839,0.310623472769941,0.858088636186618,0.5440682581465,0.00319339512423085,46,0.235000953459089,0.461373035566583
220734,2755,0.249977316033027,0.67005444646098,0.394366197183098,0.0152450090744101,46,0.279237896735342,0.139073838557641
253571,15542,0.692047377326565,0.82048642388367,0.841436637390213,0.00283103847638656,45,0.394401892608341,0.542941635519776
240672,16863,0.445415885258459,0.886793571725078,0.783134947171325,0.00260926288323548,45,0.286029187231104,0.615200745452335
230624,56123,0.582327733795407,0.818683962012009,0.715063007378066,0.000659266254476774,45,0.415013821920601,0.492431643189529
217324,77330,0.64666923115519,0.870490107332212,0.660595706751838,0.000556058450795292,45,0.345282012908359,0.527268678833854
232905,15682,0.251080726248038,0.851677082004846,0.486747529200359,0.00242316031118479,45,0.207056953687959,0.299477835796022
256552,7766,0.285420265353375,1,0.992531547772341,0.0050218902910121,44,,0.99202935222672
253908,4769,0.240203485443739,1,0.981966869364646,0.00796812749003984,44,,0.979145369045185
